CO_Spring CO_Summer NO2_Spring NO2_Summer O3_Spring O3_Summer Solar_insolation_spring Solar_insolation_summer UV_index_spring UV_index_summer Solar_insolation_spring.1 Solar_insolation_summer.1 Net_radiation_spring Net_radiation_summer WATER_EQUIVALENT_ANOMALY_spring WATER_EQUIVALENT_ANOMALY_summer Precipitable_water_spring Precipitable_water_summer LTemp_day_spring LTemp_day_summer Ltemp__night_spring Ltemp__night_summer NDVI_Spring NDVI_Summer LAI_Spring LAI_Summer PET ET LE GPP_Spring GPP_Summer NPP_Spring NPP_Summer Topography SRTM_elevation SMT_Spring SMT_Summer SMN_Spring SMN_Summer TCI_Spring TCI_Summer VCI_Spring VCI_Summer VHI_Spring VHI_Summer CO2_Emissions WB_PVOUT WB_GHI WB_DIF WB_GTI WB_OPTA WB_DNI WB_TEMP WC_ELE GPCC_Spring GPCC_Summer WC2_Tmin_spring WC2_Tmin_summer WC2_Tmax_spring WC2_Tmax_summer WC2_Pre_spring WC2_Pre_summer WC2_Solar_radiation_spring WC2_Solar_radiation_summer WC2_Average_temperature_spring WC2_Average_temperature_summer WC2_Water_vapor_pressure_spring WC2_Water_vapor_pressure_summer WC2_BIO1 WC2_BIO2 WC2_BIO3 WC2_BIO4 WC2_BIO5 WC2_BIO6 WC2_BIO7 WC2_BIO8 WC2_BIO9 WC2_BIO10 WC2_BIO11 WC2_BIO12 WC2_BIO13 WC2_BIO14 WC2_BIO15 WC2_BIO16 WC2_BIO17 WC2_BIO18 WC2_BIO19 CHELSA_Tmin_Spring CHELSA_Tmin_spring CHELSA_Tmax_spring CHELSA_Tmax_summer CHELSA_Tmean_spring CHELSA_Tmean_summer CHELSA_Interann_Temp CHELSA_Pre_spring CHELSA_Pre_summer CHELSA_Interann_pre CHELSA_BIO1 CHELSA_BIO2 CHELSA_BIO3 CHELSA_BIO4 CHELSA_BIO5 CHELSA_BIO6 CHELSA_BIO7 CHELSA_BIO8 CHELSA_BIO9 CHELSA_BIO10 CHELSA_BIO11 CHELSA_BIO12 CHELSA_BIO13 CHELSA_BIO14 CHELSA_BIO15 CHELSA_BIO16 CHELSA_BIO17 CHELSA_BIO18 CHELSA_BIO19 CRU_Cld_spring CRU_Cld_summer CRU_Dtr_spring CRU_Dtr_summer CRU_Frs_spring CRU_Frs_summer CRU_Pre_spring CRU_Pre_summer CRU_Tmp_spring CRU_Tmp_summer CRU_Tmn_spring CRU_Tmn_summer CRU_Tmx_spring CRU_Tmx_summer CRU_Vap_spring CRUVap_summer CRU_Wet_spring CRU_Wet_summer CRU_PET_Spring CRU_PET_Summer Bedrock_topography dNPPdP dNPPdT CRU_NPP NPP_based_on_GPCP NPP_based_on_GPCP_VASClimO GPCC_VASClimO_Precipitation CRU_Precipitation CRU_Temperature Griesser_Precip_GPCC GPCC_Fulldata_Precipitation Aridity_index_of_De_Martonne_GPCC_Fulldata Aridity_index_of_De_Martonne_GPCC_VASClimO Aridity_index_of_De_Martonne_CRU HWSD_Topsoil_ref_bulk_dens HWSD_Topsoil_clay_fraction HWSD_Topsoil_gravel_content HWSD_Topsoil_silt_fraction HWSD_Topsoil_sand_fraction HWSD_Topsoil_organic_carbon HWSD_Topsoil_pH HWSD_Subsoil_ref_bulk_dens HWSD_Subsoil_clay_fraction HWSD_Subsoil_gravel_content HWSD_Subsoil_silt_fraction HWSD_Subsoil_sand_fraction HWSD_Subsoil_organic_carbon HWSD_Subsoil_pH HWSD_Spatially_dominan_major_soil_group_FAO ISRIC_WISE_SoilCarbonate_Carbon_Dens ISRIC_WISE_Soil_Org_Carbon_Dens ISRIC_WISE_Soil_pH ISRIC_WISE_Total_AvailWater_cap SoilGrids_BDRICM SoilGrids_BLDFIE SoilGrids_CECSOL SoilGrids_CLYPPT SoilGrids_CRFVOL SoilGrids_OCSTHA SoilGrids_ORCDRC SoilGrids_PHIHOX SoilGrids_PHIKCL SoilGrids_SLTPPT SoilGrids_SNDPPT SoilGrids_TAXNWRB SoilGrids_TAXOUSDA GAEZ_Nutrient_availability GAEZ_Nutrient_retention_capacity GAEZ_Rooting_conditions GAEZ_Oxygen_availability_to_roots GAEZ_Excess_salts GAEZ_Toxicity Plant_Extractable_Water_Capacity_of_Soil IGBP_DIS_Soil_pH Suitability_for_Agriculture Growing_degree_days Distance_to_the_coast Bailey_ecoregions Land_cover_2000 Distribution_of_Cultivation_Intensity Koppen_Geiger Geological_ages Soil_types
9996 131.1392713 94.39733447 532.4803128 278.2152261 358.5063227 323.4788828 -9.28e-07 -1.88e-06 5.458823601 8.031372865 87.83333333 109.6666667 133.1111111 153.0740741 139.9615385 120.375 1.405984256 2.515748024 17.07349046 25.52493477 5.131233533 11.19422563 87.4 180.2666667 1.388976369 1.781233601 9822 5923 400 795.5925926 1785.7 1.518700792 2.52154994 69 504 287.8307746 294.1307772 0.492128232 0.552487208 25.3953839 36.91153724 43.56025554 21.78846096 34.47820443 29.34974301 1353.339966 3.134000063 3.224999905 1.595999956 3.786000013 36 3.010999918 8.199999809 494 70.33333333 87.66666667 2.666666627 12.4333334 13.40000025 21.13333321 72 82.66666667 13997.33333 18295.33333 8.033333302 16.80000019 0.803333322 1.390000025 8.441666715 9.183333491 33.88683957 668.6174103 21.5 -5.599999905 27.0999999 15.06666692 1.533333282 16.7833333 0.433333357 861 94 58 16.55850467 268 180 248 196 0.033339654 9.515204271 20.69196574 29.0438741 9.073526382 17.65892283 8.261591911 74.04390335 82.31664022 112.5621338 9.202181816 19.46258545 49.08760452 654.1749268 29.71664429 -9.932037354 39.64868164 15.64484406 2.391464233 18.2172184 0.513373673 911.3062134 89.6701355 63.01926041 12.19698906 258.7276001 196.3718719 239.3402405 230.8645477 69.01333333 56.68 10.11 11.08 15.05666667 0.9 74.01666667 94.43333333 99.43333333 18.21666667 49.2 127 15.03333333 23.78 8.62 14.31034483 1.571233333 1.487666667 23.29166667 36.41666667 34 0 87.83893276 1265.646813 1328.406159 1328.406159 898.8296443 838.907668 9.176669962 898.8296443 20 47.43083004 47.43083004 43.08300395 1.38499999 19 3.099999905 43 38 0.330000013 6.079999924 1.536999941 26 3.900000095 37.29999924 36.70000076 0.330000013 6.25 21 1 3 5 7 200 1191 29 15 9 28 101 56 45 44 41 27 84 1 1 1 1 1 1 18.39999962 6.415999889 0.61500001 1696 468.5 28 16 1 15 35 7
9997 127.5590545 94.29921265 612.5328106 314.3044637 358.3631592 323.6220472 -7.08e-07 -1.75e-06 5.458823601 8.052287896 87.83333333 109.6666667 133.1111111 153.0740741 139.7692308 120.875 1.475905507 2.474409431 16.52231026 24.51443545 6.509186439 12.48031489 93.83333333 205.5333333 1.729790017 2.483989505 10035 5217 352 874.1481481 1996.266667 1.72637797 2.819933716 64 379 287.748723 293.564108 0.513333359 0.653025668 28.65640974 31.13461477 47.18589651 43.92128103 37.92128157 37.52743491 8147.839844 3.092999935 3.194999933 1.582000017 3.747999907 37 2.944999933 8.800000191 360 66.66666667 90.33333333 3.800000111 13.39999994 14.23333327 21.59999975 60.66666667 80.66666667 13997.33333 18348.33333 9 17.46666654 0.843333344 1.433333317 9.19166663 8.799999977 32.95880165 664.38226 21.89999962 -4.800000191 26.69999981 15.91666651 2.383333246 17.49999984 1.133333246 719 95 37 28.81362976 253 121 242 129 0.707270821 10.2983729 21.56066958 29.89418157 9.840608597 18.47284571 8.196344376 66.54656982 76.10851542 102.924324 9.834701538 19.66301155 48.92981339 659.328064 30.4203434 -9.765818596 40.18616104 18.47605705 1.231595278 18.90008736 1.051927924 833.9934082 81.6861496 55.99401855 12.71181679 239.9216614 174.7719879 226.392868 205.4965057 66.56333333 55.67666667 10.46333333 11.34333333 13.63333333 0.3 59.50666667 81.93333333 104.5 18.76333333 52.4 131.1666667 15.70333333 24.46 8.88 14.76551724 1.535733333 1.426566667 23.29166667 36.91666667 35 1.110166009 0 1077.368775 1338.86605 1349.325941 898.8296443 659.1417391 9.405227274 898.8296443 20.86956522 45.84980237 45.84980237 34.38735178 1.355000019 25.29999924 5 39 35.70000076 0.375555545 6.46999979 1.49666667 30.88888931 4.666666508 35 34.11111069 0.375555545 6.733333111 14 2 3 2 8 200 1124 32 21 12 24 83 57 44 41 38 27 89 1 1 2 2 1 1 15.5 6.609000206 0.944999993 1795 467.5 32 16 1 15 35 49
9998 131.1392713 94.39733447 381.5616777 217.5196847 357.695061 322.7630615 -9.28e-07 -1.88e-06 5.647058884 8.219608148 88.08333333 110.0833333 133.5925926 153.5185185 139.9615385 120.375 1.342677159 2.490157465 15.87926483 24.14698156 5.03936998 10.91863505 96.13333333 191.8333333 1.676350812 2.231364854 10037 5190 351 868.4444444 1907.6 1.787401569 2.902300025 69 507 285.882059 291.8794931 0.552076949 0.657897465 28.4712813 58.8820499 58.26153741 57.74922914 43.36564 58.31615282 699.1099854 3.15899992 3.226999998 1.585000038 3.811000109 37 3.029999971 8 502 71.66666667 89.33333333 2.633333325 12.49999968 13.23333359 20.90000025 69 82 14033 18372.33333 7.933333397 16.69999981 0.806666652 1.383333325 8.416666678 8.966666915 33.58302119 663.7816353 21.20000076 -5.5 26.70000076 15.01666673 1.49999998 16.69999997 0.483333349 824 95 54 18.79863062 264 167 246 181 0.111139116 9.586681684 20.78719775 29.09945297 9.157619317 17.73647308 8.166215897 76.74007924 90.47350057 116.1161804 9.298246384 19.49304962 49.10850143 654.9675293 29.78756523 -9.906275749 39.69384384 17.89366341 0.746512294 18.30745506 0.585529864 932.8892822 95.27051544 61.86154938 14.45809746 282.9520569 192.7464752 259.5115356 224.3842316 69.97333333 58.47666667 9.55 10.24666667 16.26666667 1.466666667 86.56 111.0866667 93.16666667 17.56666667 45.6 124.7 14.11333333 22.71666667 8.38 14.15517241 1.617833333 1.560666667 22.20833333 34.58333333 35 0 86.78063236 1276.106704 1276.106704 1276.106704 928.7906324 988.7126087 8.490998025 928.7906324 20.43478261 49.80237154 50.59288538 52.56916996 1.386999965 16.5 6.400000095 29.39999962 54.09999847 0.386999995 6.360000134 1.465999961 20.29999924 11 27.20000076 52.5 0.386999995 6.650000095 11 2 3 2 8 200 1295 27 27 10 21 59 67 56 50 23 27 84 1 1 2 1 1 1 14.89999962 6.697000027 0.68599999 1578 456.5 28 16 11 14 35 7
9999 127.5590545 94.29921265 612.5328106 314.3044637 358.3631592 323.6220472 -7.08e-07 -1.75e-06 5.458823601 8.052287896 87.83333333 109.6666667 133.1111111 153.0740741 139.7692308 120.875 1.439055121 2.5265748 16.24671936 23.41207377 6.325459292 12.38845158 107.9333333 224.3666667 1.92729659 3.630446196 NA NA NA 884.8518519 2131.333333 2.125000004 3.486634913 65 354 289.4589781 295.1000045 0.509820538 0.566923103 10.09461518 19.8082046 47.03487075 9.413845892 28.56487119 14.61076896 3835.889893 3.076999903 3.170000076 1.585000038 3.727999926 36 2.907000065 8.800000191 350 67 89 4.200000018 13.73333327 14.33333365 21.73333359 61 80.33333333 13960.33333 18260.33333 9.26666673 17.76666705 0.843333364 1.439999978 9.416666658 8.533333398 32.20125811 668.4423339 22 -4.5 26.5 16.20000013 2.566666668 17.73333343 1.283333262 720 94 38 28.62564964 255 123 241 131 0.861457348 10.42130661 21.66251119 29.99355952 9.968414942 18.58764839 8.192012787 73.10352325 81.84151713 114.730423 9.961648941 19.61364937 48.94808197 658.7854004 30.52905464 -9.54127121 40.07032394 16.43395996 1.560416698 19.01795006 1.181028962 906.7321777 88.85643768 61.24728012 12.25252533 255.9408264 192.303772 243.4152069 228.0023346 66.56333333 55.67666667 10.46333333 11.34333333 13.63333333 0.3 59.50666667 81.93333333 104.5 18.76333333 52.4 131.1666667 15.70333333 24.46 8.88 14.76551724 1.535733333 1.426566667 23.29166667 36.91666667 35 1.110166009 0 1077.368775 1338.86605 1349.325941 898.8296443 659.1417391 9.405227274 898.8296443 20.86956522 45.84980237 45.84980237 34.38735178 1.337499976 23.60000038 8.399999619 39.09999847 37.29999924 0.395000011 6.369999886 1.451249957 28.9375 9.9375 34.75 36.3125 0.395000011 6.356249809 9 2 3 2 8 200 1259 23 21 13 23 82 62 44 38 41 79 84 1 1 2 1 1 1 15.5 6.609000206 0.944999993 1795 464.5 32 16 1 15 35 49
10001 127.5590545 94.29921265 612.5328106 314.3044637 358.3631592 323.6220472 -7.08e-07 -1.75e-06 5.458823601 8.052287896 87.83333333 109.6666667 133.1111111 153.0740741 139.7692308 120.875 1.439055121 2.5265748 16.24671936 23.41207377 6.325459292 12.38845158 107.9333333 224.3666667 1.92729659 3.630446196 NA NA NA 884.8518519 2131.333333 2.125000004 3.486634913 65 359 292.8974406 298.0487241 0.346974373 0.426179508 4.149743526 1.61256405 12.92256376 0.440512804 8.535384392 1.026923042 9775.480469 3.082000017 3.177999973 1.587000012 3.736999989 36 2.924000025 8.800000191 334 67 89 4.233333349 13.76666673 14.4333334 21.80000051 61.33333333 80 13923 18248.33333 9.333333492 17.80000051 0.840000014 1.449999968 9.462500031 8.591666748 32.29949859 668.5232312 22.10000038 -4.5 26.60000038 16.25000032 2.633333286 17.78333362 1.333333294 721 94 38 28.44526065 255 123 240 131 0.970772982 10.52573331 21.7681942 30.09491158 10.07577801 18.69162877 8.18549633 67.98612722 77.6099472 107.7519608 10.12520981 19.61091614 48.9424057 659.0060425 30.69166946 -9.377706528 40.0693779 18.76100922 1.5286448 19.18254471 1.338195443 849.9592285 84.00536346 56.72647095 12.93321896 246.2131805 177.8440857 232.3072815 209.8391418 66.56333333 55.67666667 10.46333333 11.34333333 13.63333333 0.3 59.50666667 81.93333333 104.5 18.76333333 52.4 131.1666667 15.70333333 24.46 8.88 14.76551724 1.535733333 1.426566667 23.29166667 36.91666667 34 1.110166009 0 1077.368775 1338.86605 1349.325941 898.8296443 659.1417391 9.405227274 898.8296443 20.86956522 45.84980237 45.84980237 34.38735178 1.337499976 23.60000038 8.399999619 39.09999847 37.29999924 0.395000011 6.369999886 1.451249957 28.9375 9.9375 34.75 36.3125 0.395000011 6.356249809 9 2 3 2 8 200 1294 23 20 11 20 54 64 49 39 41 79 84 1 1 2 1 1 1 15.5 6.609000206 0.944999993 1795 464.5 32 16 1 15 35 49
10002 127.5590545 94.29921265 612.5328106 314.3044637 358.3631592 323.6220472 -7.08e-07 -1.75e-06 5.458823601 8.052287896 87.83333333 109.6666667 133.1111111 153.0740741 139.7692308 120.875 1.439055121 2.5265748 16.24671936 23.41207377 6.325459292 12.38845158 107.9333333 224.3666667 1.92729659 3.630446196 NA NA NA 899.5555556 2187.933333 2.125000004 3.486634913 65 436 289.4589781 295.1000045 0.509820538 0.566923103 10.09461518 19.8082046 47.03487075 9.413845892 28.56487119 14.61076896 581.2199707 3.082000017 3.173000097 1.585000038 3.730999947 36 2.910000086 8.600000381 413 66.66666667 88 4.100000034 13.60000006 13.89999994 21.33333333 63.66666667 81.66666667 13984.66667 18345.33333 9 17.46666654 0.826666653 1.419999997 9.2166667 8.266666648 31.67305183 663.2747075 21.60000038 -4.5 26.10000038 15.88333352 2.400000001 17.4666667 1.150000056 747 96 40 26.96715185 260 131 245 139 0.449327906 9.99455452 21.2360789 29.56266022 9.549382369 18.15860621 8.20176506 80.01535797 90.53498077 123.3418121 9.70862484 19.59879112 48.98176956 657.7697754 30.26429749 -9.74813652 40.0124321 18.33263588 1.125251174 18.75389481 0.947354198 977.6762695 95.66223907 65.80156708 12.61046791 280.4958496 206.2977142 264.9658508 243.6546326 66.56333333 55.67666667 10.46333333 11.34333333 13.63333333 0.3 59.50666667 81.93333333 104.5 18.76333333 52.4 131.1666667 15.70333333 24.46 8.88 14.76551724 1.535733333 1.426566667 23.29166667 36.91666667 36 0 87.83893276 1265.646813 1328.406159 1328.406159 898.8296443 838.907668 9.176669962 898.8296443 20 47.43083004 47.43083004 43.08300395 1.337499976 23.60000038 8.399999619 39.09999847 37.29999924 0.395000011 6.369999886 1.451249957 28.9375 9.9375 34.75 36.3125 0.395000011 6.356249809 9 2 3 2 8 200 1207 21 21 12 25 95 61 50 45 35 27 84 1 1 2 1 1 1 15.5 6.609000206 0.944999993 1795 465.5 32 2 1 15 35 49
10004 132.005558 98.16272933 230.643041 195.8661423 361.7036521 320.2815552 -1.09e-06 -9.36e-07 5.939869324 8.658823967 100.7083333 137.1666667 142.8148148 162.1481481 163.3461538 110.6666667 1.557165346 2.958661417 21.39107641 31.03674571 8.070866366 15.0524931 80.66666667 177.8666667 0.790026243 1.245669285 13974 3743 252 666.0740741 1493.733333 1.365157487 1.380853706 33 110 292.8512855 298.9179547 0.380538477 0.508230792 28.63692245 43.88333301 45.25205055 34.29589651 36.94461473 39.08999913 3929.909912 3.519999981 3.772000074 1.723999977 4.366000175 34 3.482000113 11.80000019 109 50 66.33333333 4.966666599 17.03333346 17.63333352 27.16666667 50.66666667 66 16201.66667 21640.33333 11.29999987 22.13333321 0.943333328 1.723333319 11.02083338 10.75833352 30.22003765 917.4234212 27.5 -8.100000381 35.60000038 20.23333359 1.383333236 22.10000006 -0.483333429 563 75 29 34.15867264 212 91 198 92 1.880921682 13.29932721 24.28600248 33.47691854 11.70638959 22.35572561 9.761669159 50.34249751 68.52991486 123.6864319 11.49763775 21.78968048 47.06322098 859.1849976 34.24622726 -12.05252075 46.2987442 19.97235107 0.194099516 22.83242226 -0.377138734 604.2015381 77.90537262 32.38805008 27.64650536 222.5379333 103.8907089 184.2338715 121.8002548 59.36666667 38.88333333 13.04666667 14.35333333 10.33666667 0 43.39666667 59.76666667 124.7666667 23.25666667 59.83333333 161.1 19.03 30.46333333 9.523333333 16.63448276 0.874333333 0.739866667 28.95833333 47.5 34 1.283383401 0 930.9303003 983.2297554 1045.989101 659.1417391 569.2587747 10.77657115 659.1417391 36.52173913 28.85375494 31.22529644 26.87747036 1.417999983 20.79999924 4 39.79999924 39.40000153 0.331999987 6.21999979 1.546000004 29.79999924 3.400000095 35.59999847 34.59999847 0.331999987 6.380000114 21 2 3 2 8 200 1360 27 29 2 17 40 69 62 46 26 37 76 1 1 1 1 1 1 17.79999924 6.940999985 0.949999988 2553 214 59 16 1 26 72 49
10005 134.7888334 97.46281716 155.1837277 143.7007866 359.0789776 321.7609142 -8.1e-07 -1.17e-06 5.793464104 8.470588525 94.66666667 126.375 138.9259259 158 142.1923077 118.375 1.672440934 3.001968503 16.52230962 23.77952766 8.622047106 14.77690252 122.0666667 245.1333333 2.266494702 4.37808854 11517 7870 529 1134.333333 2467.966667 2.537401571 1.823767096 54 221 291.1487231 295.6589801 0.442230787 0.709256446 14.47846117 22.55615324 23.1543586 24.2317943 18.81615337 23.39435842 148.0099945 3.249000072 3.473999977 1.664000034 4.007999897 35 3.076999903 10.39999962 161 57.66666667 77.66666667 4.600000004 14.83333302 16.29999987 24 52.66666667 71.66666667 15731.33333 20880.66667 10.4000001 19.43333371 0.916666667 1.606666644 9.941666596 9.816666618 31.3631529 792.7995004 24.29999924 -7 31.29999924 18.04999971 1.550000002 19.41666651 -0.133333365 625 88 33 30.84442802 225 107 215 119 1.665096362 11.79326948 24.15344048 33.15636698 11.71321138 21.23187129 8.96471405 56.08722814 59.15917587 100.1977921 11.11646843 21.68176079 48.3425293 793.3849487 33.64796829 -11.20231247 44.85028458 18.97698784 0.601044834 21.56405067 0.074607193 639.270874 70.81848145 36.2597847 17.74347878 209.0144043 116.667099 157.7381287 146.1868134 63.48333333 46.85 10.42 11.16 13.01666667 0 51.49666667 73.36333333 114.5666667 21.05 62.66666667 155.0666667 16.69 26.66666667 9.233333333 16.48965517 1.122966667 1.053766667 27.04166667 42.375 35 1.346371543 0 983.2297554 1014.609428 962.3099734 569.2587747 599.2197628 10.09089921 569.2587747 30.43478261 30.83003953 28.85375494 29.64426878 1.409000039 19.20000076 7.5 42.59999847 38.20000076 0.374000013 6.150000095 1.559000015 31.10000038 14.19999981 34.70000076 34.20000076 0.374000013 6.420000076 21 3 3 3 3 200 1190 26 21 4 21 53 63 57 38 40 27 84 1 1 1 1 1 1 26.89999962 7.281000137 0.834999979 2151 463 38 16 25 26 11 36
10006 128.3927736 101.0498688 109.9081362 100.3937009 361.0355539 315.413983 NA NA 5.751634041 8.575163682 104.125 144.7083333 147.8148148 170.4444444 136.7692308 136.5833333 1.60818897 2.888779541 14.96062978 25.24934387 7.887138824 15.05249341 116.4 201.5 1.506244899 3.226246734 13058 7557 508 1287.074074 2418.066667 2.453740139 1.704102776 85 391 NA NA NA NA NA NA NA NA NA NA 940.5700073 3.34800005 3.621999979 1.669999957 4.092999935 33 3.282000065 10.80000019 280 46.66666667 49 5.800000032 17.69999981 12.9000001 24.60000038 42.33333333 48.66666667 14754.66667 21641 9.366666635 21.13333257 0.850000004 1.49999996 11.50000007 6.950000147 25.7407406 752.8400801 25.70000076 -1.299999952 27.00000072 4.716666758 9.350000064 21.1500001 2.916666687 592 73 39 18.5086117 182 127 146 148 2.383157889 14.6195062 17.37778441 28.15928268 9.553491751 21.32848485 9.877797127 37.2443428 39.61694082 103.3555908 11.33425331 15.44808006 42.12111282 759.1419678 29.02196121 -7.653422356 36.67538452 4.644944668 13.26852322 22.32860374 1.41939187 489.7703857 50.92645645 31.58345032 13.08411503 146.360199 100.5435486 121.3450775 124.0557022 59.85 37.13333333 9.143333333 10.66 19.81666667 0.833333333 42.95333333 41.13 91.06666667 20.99333333 45.53333333 156.8666667 13.7 26.34666667 8.226666667 15.08965517 0.889266667 0.554033333 25.04166667 48.41666667 31 1.314877472 0 1045.989101 1004.149537 1014.609428 629.180751 659.1417391 10.09089921 629.180751 29.56521739 30.43478261 31.22529644 32.41106719 1.274999976 48.20000076 9.199999809 29 22.79999924 0.579999983 6.710000038 1.353000045 45.59999847 22 28.89999962 25.5 0.579999983 7.019999981 9 1 2 5 8 200 1189 37 27 14 27 84 69 60 41 32 27 84 1 1 3 1 1 1 17.20000076 7.021999836 0.861000001 2117 2.5 NA 16 25 7 35 16
10008 111.9321627 104.0244963 126.7948128 117.1259846 325.9126707 297.041281 -9.02e-07 -7.67e-09 9.369934877 12.02614403 107.7916667 150.7083333 141.2222222 158.2962963 161.5769231 128.375 0.98740157 1.751968508 9.816273183 28.00524966 -0.013123592 8.162729661 58.56666667 130.3666667 0.772801836 0.806561676 17836 2692 183 216.1481481 843.4333333 0.68307087 0.877331132 151 2618 264.1461565 302.820516 0.156307698 0.312435912 68.73307546 8.992051033 10.68435881 1.050512803 39.70846073 5.021281921 631.539978 4.020999908 4.322999954 1.603999972 4.831999779 30 4.260000229 3.200000048 2698 112.6666667 17 -5.666666508 7.96666654 7.933333457 18.63333321 91 29.33333333 17219.66667 24285.33333 1.133333445 13.30000019 0.416666657 0.713333329 2.900000047 11.39999998 33.43108556 863.9549586 19.39999962 -14.69999981 34.09999943 1.133333474 13.19999989 13.29999987 -7.23333324 705 105 17 45.92402192 273 66 88 204 -9.970829646 0.423495154 13.28420353 21.98210653 1.584623655 11.64936129 6.508674622 118.0655085 21.24141312 185.2399292 2.040596724 22.25822067 50.54139328 780.2516479 23.31257248 -20.72801208 44.04058456 0.560131431 12.58168507 12.58168507 -8.741261482 854.0806274 136.5825653 9.132980347 57.69970703 394.1394348 37.316185 37.316185 256.9854126 55.68 25.18333333 11.61333333 15.31333333 20.39333333 7.5 84.75 15.76333333 30.6 14.47666667 -27.53333333 68.46666667 8.893333333 22.16 1.76 1.413793103 0.944433333 0.353666667 28.04166667 54.375 43 0 66.67292486 774.0319351 774.0319351 774.0319351 689.1027273 599.2197628 2.091393282 689.1027273 48.26086957 51.77865613 56.52173913 48.61660079 1.200999975 26.79999924 14 31.79999924 41.40000153 0.463999987 7.119999886 1.40199995 31 1 30.79999924 38.20000076 0.463999987 7.28000021 20 2 2 5 7 143 1015 21 17 17 27 107 60 52 34 49 37 99 1 1 3 1 1 1 1.299999952 6.796000004 0.055 993 1768 57 19 3 17 89 4
10009 111.9321627 104.0244963 126.7948128 117.1259846 325.9126707 297.041281 -9.02e-07 -7.67e-09 9.369934877 12.02614403 107.7916667 150.7083333 141.2222222 158.2962963 161.5769231 128.375 0.98740157 1.751968508 9.816273183 28.00524966 -0.013123592 8.162729661 58.56666667 130.3666667 0.772801836 0.806561676 17836 2692 183 216.1481481 843.4333333 0.68307087 0.877331132 151 2618 264.1461565 302.820516 0.156307698 0.312435912 68.73307546 8.992051033 10.68435881 1.050512803 39.70846073 5.021281921 1166.23999 4.020999908 4.322999954 1.603999972 4.831999779 30 4.260000229 3.200000048 2698 112.6666667 17 -5.666666508 7.96666654 7.933333457 18.63333321 91 29.33333333 17219.66667 24285.33333 1.133333445 13.30000019 0.416666657 0.713333329 2.900000047 11.39999998 33.43108556 863.9549586 19.39999962 -14.69999981 34.09999943 1.133333474 13.19999989 13.29999987 -7.23333324 705 105 17 45.92402192 273 66 88 204 -9.970829646 0.423495154 13.28420353 21.98210653 1.584623655 11.64936129 6.508674622 118.0655085 21.24141312 185.2399292 2.040596724 22.25822067 50.54139328 780.2516479 23.31257248 -20.72801208 44.04058456 0.560131431 12.58168507 12.58168507 -8.741261482 854.0806274 136.5825653 9.132980347 57.69970703 394.1394348 37.316185 37.316185 256.9854126 55.68 25.18333333 11.61333333 15.31333333 20.39333333 7.5 84.75 15.76333333 30.6 14.47666667 -27.53333333 68.46666667 8.893333333 22.16 1.76 1.413793103 0.944433333 0.353666667 28.04166667 54.375 43 0 66.67292486 774.0319351 774.0319351 774.0319351 689.1027273 599.2197628 2.091393282 689.1027273 48.26086957 51.77865613 56.52173913 48.61660079 1.200999975 26.79999924 14 31.79999924 41.40000153 0.463999987 7.119999886 1.40199995 31 1 30.79999924 38.20000076 0.463999987 7.28000021 20 2 2 5 7 143 1015 21 17 17 27 107 60 52 34 49 37 99 1 1 3 1 1 1 1.299999952 6.796000004 0.055 993 1768 57 19 3 17 89 4
10010 111.9321627 104.0244963 126.7948128 117.1259846 325.9126707 297.041281 -9.02e-07 -7.67e-09 9.369934877 12.02614403 107.7916667 150.7083333 141.2222222 158.2962963 161.5769231 128.375 0.98740157 1.751968508 9.816273183 28.00524966 -0.013123592 8.162729661 58.56666667 130.3666667 0.772801836 0.806561676 17836 2692 183 216.1481481 843.4333333 0.68307087 0.877331132 151 2618 264.1461565 302.820516 0.156307698 0.312435912 68.73307546 8.992051033 10.68435881 1.050512803 39.70846073 5.021281921 361.1199951 4.020999908 4.322999954 1.603999972 4.831999779 30 4.260000229 3.200000048 2698 112.6666667 17 -5.666666508 7.96666654 7.933333457 18.63333321 91 29.33333333 17219.66667 24285.33333 1.133333445 13.30000019 0.416666657 0.713333329 2.900000047 11.39999998 33.43108556 863.9549586 19.39999962 -14.69999981 34.09999943 1.133333474 13.19999989 13.29999987 -7.23333324 705 105 17 45.92402192 273 66 88 204 -9.970829646 0.423495154 13.28420353 21.98210653 1.584623655 11.64936129 6.508674622 118.0655085 21.24141312 185.2399292 2.040596724 22.25822067 50.54139328 780.2516479 23.31257248 -20.72801208 44.04058456 0.560131431 12.58168507 12.58168507 -8.741261482 854.0806274 136.5825653 9.132980347 57.69970703 394.1394348 37.316185 37.316185 256.9854126 55.68 25.18333333 11.61333333 15.31333333 20.39333333 7.5 84.75 15.76333333 30.6 14.47666667 -27.53333333 68.46666667 8.893333333 22.16 1.76 1.413793103 0.944433333 0.353666667 28.04166667 54.375 43 0 66.67292486 774.0319351 774.0319351 774.0319351 689.1027273 599.2197628 2.091393282 689.1027273 48.26086957 51.77865613 56.52173913 48.61660079 1.200999975 26.79999924 14 31.79999924 41.40000153 0.463999987 7.119999886 1.40199995 31 1 30.79999924 38.20000076 0.463999987 7.28000021 20 2 2 5 7 143 1015 21 17 17 27 107 60 52 34 49 37 99 1 1 3 1 1 1 1.299999952 6.796000004 0.055 993 1768 57 19 3 17 89 4
